Date,GridPrice
2/6/2025 14:00:00,3582.14
2/6/2025 14:00:00,1932.14
2/6/2025 14:00:00,2357.14
2/6/2025 14:00:00,2482.14
2/6/2025 14:00:00,2032.14
2/7/2025 14:00:00,3577.47
2/7/2025 14:00:00,2352.47
2/7/2025 14:00:00,3277.47
2/7/2025 14:00:00,1927.47
2/7/2025 14:00:00,2777.47
2/7/2025 14:00:00,2427.47
2/7/2025 14:00:00,2077.47
2/7/2025 14:00:00,2577.47
2/7/2025 14:00:00,2227.47
2/7/2025 14:00:00,2977.47
2/7/2025 14:00:00,1977.47
2/7/2025 14:00:00,2577.47
2/7/2025 14:00:00,3477.47
2/7/2025 14:00:00,3077.47
2/7/2025 14:00:00,2677.47
2/7/2025 14:00:00,2477.47
2/7/2025 14:00:00,3052.47
2/7/2025 14:00:00,2027.47
2/7/2025 14:00:00,2727.47
2/7/2025 14:00:00,3977.47
2/7/2025 14:00:00,3227.47
2/7/2025 14:00:00,2552.47
2/7/2025 14:00:00,2377.47
2/10/2025 14:00:00,2576.18
2/10/2025 14:00:00,1926.18
2/10/2025 14:00:00,2476.18
2/10/2025 14:00:00,2976.18
2/10/2025 14:00:00,3226.18
2/10/2025 14:00:00,2226.18
2/10/2025 14:00:00,2426.18
2/10/2025 14:00:00,2376.18
2/10/2025 14:00:00,3076.18
2/10/2025 14:00:00,2551.18
2/10/2025 14:00:00,3276.18
2/10/2025 14:00:00,2026.18
2/10/2025 14:00:00,2776.18
2/10/2025 14:00:00,2726.18
2/10/2025 14:00:00,2576.18
2/10/2025 14:00:00,3051.18
2/10/2025 14:00:00,2676.18
2/10/2025 14:00:00,3576.18
2/10/2025 14:00:00,2076.18
2/10/2025 14:00:00,1976.18
2/10/2025 14:00:00,2351.18
2/10/2025 14:00:00,3476.18
2/10/2025 14:00:00,3976.18
2/11/2025 14:00:00,3974.39
2/11/2025 14:00:00,2349.39
2/11/2025 14:00:00,3049.39
2/11/2025 14:00:00,2024.39
2/11/2025 14:00:00,2374.39
2/11/2025 14:00:00,2724.39
2/11/2025 14:00:00,3474.39
2/11/2025 14:00:00,2549.39
2/11/2025 14:00:00,2774.39
2/11/2025 14:00:00,2674.39
2/11/2025 14:00:00,3224.39
2/11/2025 14:00:00,2074.39
2/11/2025 14:00:00,2424.39
2/11/2025 14:00:00,1924.39
2/11/2025 14:00:00,2974.39
2/11/2025 14:00:00,2574.39
2/11/2025 14:00:00,2574.39
2/11/2025 14:00:00,2224.39
2/11/2025 14:00:00,3274.39
2/11/2025 14:00:00,3074.39
2/11/2025 14:00:00,2474.39
2/11/2025 14:00:00,1974.39
2/11/2025 14:00:00,3574.39
2/12/2025 14:00:00,2670.49
2/12/2025 14:00:00,3070.49
2/12/2025 14:00:00,2970.49
2/12/2025 14:00:00,2345.49
2/12/2025 14:00:00,2220.49
2/12/2025 14:00:00,2420.49
2/12/2025 14:00:00,1970.49
2/12/2025 14:00:00,3270.49
2/12/2025 14:00:00,3570.49
2/12/2025 14:00:00,3970.49
2/12/2025 14:00:00,3045.49
2/12/2025 14:00:00,2070.49
2/12/2025 14:00:00,3470.49
2/12/2025 14:00:00,2370.49
2/12/2025 14:00:00,2570.49
2/12/2025 14:00:00,2545.49
2/12/2025 14:00:00,2020.49
2/12/2025 14:00:00,2770.49
2/12/2025 14:00:00,3220.49
2/12/2025 14:00:00,2470.49
2/12/2025 14:00:00,2720.49
2/12/2025 14:00:00,2570.49
2/12/2025 14:00:00,1920.49
2/13/2025 14:00:00,1971.86
2/13/2025 14:00:00,2546.86
2/13/2025 14:00:00,2571.86
2/13/2025 14:00:00,2971.86
2/13/2025 14:00:00,2771.86
2/13/2025 14:00:00,2721.86
2/13/2025 14:00:00,3471.86
2/13/2025 14:00:00,2421.86
2/13/2025 14:00:00,2471.86
2/13/2025 14:00:00,2346.86
2/13/2025 14:00:00,3271.86
2/13/2025 14:00:00,2021.86
2/13/2025 14:00:00,3971.86
2/13/2025 14:00:00,2221.86
2/13/2025 14:00:00,3071.86
2/13/2025 14:00:00,3221.86
2/13/2025 14:00:00,2671.86
2/13/2025 14:00:00,1921.86
2/13/2025 14:00:00,2071.86
2/13/2025 14:00:00,2571.86
2/13/2025 14:00:00,2371.86
2/13/2025 14:00:00,3571.86
2/13/2025 14:00:00,3046.86
2/14/2025 14:00:00,3048.08
2/14/2025 14:00:00,2473.08
2/14/2025 14:00:00,3573.08
2/14/2025 14:00:00,1923.08
2/14/2025 14:00:00,2723.08
2/14/2025 14:00:00,3973.08
2/14/2025 14:00:00,3223.08
2/14/2025 14:00:00,3473.08
2/14/2025 14:00:00,2073.08
2/14/2025 14:00:00,2573.08
2/14/2025 14:00:00,3273.08
2/14/2025 14:00:00,2348.08
2/14/2025 14:00:00,2973.08
2/14/2025 14:00:00,2223.08
2/14/2025 14:00:00,2773.08
2/14/2025 14:00:00,2373.08
2/14/2025 14:00:00,2673.08
2/14/2025 14:00:00,2573.08
2/14/2025 14:00:00,2023.08
2/14/2025 14:00:00,3073.08
2/14/2025 14:00:00,2548.08
2/14/2025 14:00:00,1973.08
2/14/2025 14:00:00,2423.08
2/17/2025 14:00:00,2484.71
2/17/2025 14:00:00,2034.71
2/17/2025 14:00:00,2734.71
2/17/2025 14:00:00,3984.71
2/17/2025 14:00:00,3234.71
2/17/2025 14:00:00,2784.71
2/17/2025 14:00:00,3284.71
2/17/2025 14:00:00,3584.71
2/17/2025 14:00:00,2234.71
2/17/2025 14:00:00,2384.71
2/17/2025 14:00:00,2584.71
2/17/2025 14:00:00,2684.71
2/17/2025 14:00:00,3484.71
2/17/2025 14:00:00,2584.71
2/17/2025 14:00:00,3084.71
2/17/2025 14:00:00,3059.71
2/17/2025 14:00:00,1984.71
2/17/2025 14:00:00,2084.71
2/17/2025 14:00:00,2434.71
2/17/2025 14:00:00,2359.71
2/17/2025 14:00:00,2559.71
2/17/2025 14:00:00,2984.71
